Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,body (product.metafields.custom.body),brand (product.metafields.custom.brand),custom_price_eur (product.metafields.custom.custom_price_eur),model (product.metafields.custom.model),price_eur (product.metafields.custom.price_eur),vehicle (product.metafields.custom.vehicle),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Дополняющие товары (product.metafields.shopify--discovery--product_recommendation.complementary_products),Сопутствующие товары (product.metafields.shopify--discovery--product_recommendation.related_products),Настройки сопутствующих товаров (product.metafields.shopify--discovery--product_recommendation.related_products_display),Продвижение товаров в поиске (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
urban-250-1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/image_350x350_2.jpg?v=1769445155,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/image_350x350_3.jpg?v=1769445155,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/image_350x350_5.jpg?v=1769445155,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/image_350x350_6.jpg?v=1769445155,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/image_350x350_7.jpg?v=1769445155,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/image_350x350_8.jpg?v=1769445155,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urban_Urus_S_1.jpg?v=1769445155,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urban_Urus_S_2.jpg?v=1769445155,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urban_Urus_S_3.jpg?v=1769445155,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urban_Urus_S.jpg?v=1769445155,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_S_1.jpg?v=1769445155,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_S_Kit_Front.jpg?v=1769445155,16,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_S_Kit_Left.jpg?v=1769073060,17,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_S_Kit_Right.jpg?v=1769073060,18,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-050-1052,Карбоновий дифузор з сатиновими накладками та адаптерами вихлопу - Lamborghini Urus S,"<p>Преміальний комплект заднього дифузора з візуального карбону. Включає сатинові чорні накладки з білетного алюмінію та адаптери вихлопної системи. Завершене рішення для трансформації задньої частини.</p>
<p><strong>Артикул:</strong> 050-1052</p>
<p><strong>Бренд обвісу:</strong> URBAN Automotive</p>
<p><strong>Марка авто:</strong> Lamborghini</p>
<p><strong>Модель:</strong> Urus S</p>",Urban Automotive,Vehicles & Parts > Vehicle Parts & Accessories,Exterior Styling,"Lamborghini, Lamborghini Urus S",true,Title,Default Title,,,,,,,,050-1052,0.0,,0,continue,manual,698880.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/image_350x350_3.jpg?v=1769445155,1,"",false,Карбоновий дифузор з сатиновими накладками та адаптерами вихлопу,Карбоновий дифузор з сатиновими накладками та адаптерами вихлопу. URBAN Automotive для Lamborghini Urus S. Офіційний дилер в Україні. Доставка по Україні.,,,,,,,,,,,,,Lamborghini,,Urus S,11200,Lamborghini Urus S,,,,,,,kg,,9701.12,active
urban-050-1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_S.jpg?v=1769445155,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-050-1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/image_350x350_1.jpg?v=1769445155,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-050-1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/image_350x350_2.jpg?v=1769445155,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-050-1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/image_350x350_4.jpg?v=1769445155,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-050-1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/image_350x350_5.jpg?v=1769445155,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-050-1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/image_350x350_6.jpg?v=1769445155,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-050-1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/image_350x350_7.jpg?v=1769445155,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-050-1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/image_350x350_8.jpg?v=1769445155,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-050-1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urban_Urus_S_1.jpg?v=1769445155,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-050-1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urban_Urus_S_2.jpg?v=1769445155,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-050-1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urban_Urus_S_3.jpg?v=1769445155,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-050-1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urban_Urus_S.jpg?v=1769445155,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-050-1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_S_1.jpg?v=1769445155,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-050-1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_S_Kit_Back.jpg?v=1769445155,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-050-1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_S_Kit_Front.jpg?v=1769445155,16,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-050-1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_S_Kit_Left.jpg?v=1769073060,17,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-050-1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_S_Kit_Right.jpg?v=1769073060,18,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1070,Карбоновий фартух бампера для OEM спліттера - Lamborghini Urus S,"<p>Двоелементний фартух з візуального карбону сумісний з оригінальним спліттером. Доповнює заводський аеродинамічний пакет.</p>
<p><strong>Артикул:</strong> 250-1070</p>
<p><strong>Бренд обвісу:</strong> URBAN Automotive</p>
<p><strong>Марка авто:</strong> Lamborghini</p>
<p><strong>Модель:</strong> Urus S</p>",Urban Automotive,Vehicles & Parts > Vehicle Parts & Accessories,Exterior Styling,"Lamborghini, Lamborghini Urus S",true,Title,Default Title,,,,,,,,250-1070,0.0,,0,continue,manual,695760.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/image_350x350_2.jpg?v=1769445155,1,"",false,,Карбоновий фартух бампера для OEM спліттера - Lamborghini Urus S. URBAN Automotive для Lamborghini Urus S. Офіційний дилер в Україні. Доставка по Україні.,,,,,,,,,,,,,Lamborghini,,Urus S,11150,Lamborghini Urus S,,,,,,,kg,,9673.04,active
urban-250-1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_S.jpg?v=1769445155,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/image_350x350_1.jpg?v=1769445155,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/image_350x350_3.jpg?v=1769445155,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/image_350x350_4.jpg?v=1769445155,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/image_350x350_5.jpg?v=1769445155,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/image_350x350_6.jpg?v=1769445155,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/image_350x350_7.jpg?v=1769445155,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/image_350x350_8.jpg?v=1769445155,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urban_Urus_S_1.jpg?v=1769445155,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urban_Urus_S_2.jpg?v=1769445155,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urban_Urus_S_3.jpg?v=1769445155,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urban_Urus_S.jpg?v=1769445155,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_S_1.jpg?v=1769445155,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_S_Kit_Back.jpg?v=1769445155,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_S_Kit_Front.jpg?v=1769445155,16,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_S_Kit_Left.jpg?v=1769073060,17,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_S_Kit_Right.jpg?v=1769073060,18,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1063,Карбоновий фартух бампера без OEM спліттера - Lamborghini Urus S,"<p>Двоелементний фартух з візуального карбону для автомобілів без оригінального спліттера. Самостійний аеродинамічний елемент.</p>
<p><strong>Артикул:</strong> 250-1063</p>
<p><strong>Бренд обвісу:</strong> URBAN Automotive</p>
<p><strong>Марка авто:</strong> Lamborghini</p>
<p><strong>Модель:</strong> Urus S</p>",Urban Automotive,Vehicles & Parts > Vehicle Parts & Accessories,Exterior Styling,"Lamborghini, Lamborghini Urus S",true,Title,Default Title,,,,,,,,250-1063,0.0,,0,continue,manual,648960.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_S_Kit_Front.jpg?v=1769445155,1,"",false,,Карбоновий фартух бампера без OEM спліттера - Lamborghini Urus S. URBAN Automotive для Lamborghini Urus S. Офіційний дилер в Україні. Доставка по Україні.,,,,,,,,,,,,,Lamborghini,,Urus S,10400,Lamborghini Urus S,,,,,,,kg,,9007.44,active
urban-250-1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urban_Urus_S.jpg?v=1769445155,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_S.jpg?v=1769445155,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/image_350x350_1.jpg?v=1769445155,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/image_350x350_2.jpg?v=1769445155,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/image_350x350_3.jpg?v=1769445155,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/image_350x350_4.jpg?v=1769445155,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/image_350x350_5.jpg?v=1769445155,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/image_350x350_6.jpg?v=1769445155,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/image_350x350_7.jpg?v=1769445155,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/image_350x350_8.jpg?v=1769445155,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urban_Urus_S_1.jpg?v=1769445155,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urban_Urus_S_2.jpg?v=1769445155,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urban_Urus_S_3.jpg?v=1769445155,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_S_1.jpg?v=1769445155,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_S_Kit_Back.jpg?v=1769445155,16,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_S_Kit_Left.jpg?v=1769073060,17,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-250-1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_S_Kit_Right.jpg?v=1769073060,18,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-4-29535r24-con,Шини Continental SportContact 6 295/35R24 з монтажем - Lamborghini Urus Performante,"<p>Преміальні шини Continental SportContact 6 розміром 295/35R24 з датчиками тиску, монтажем та балансуванням. Максимальне зчеплення.</p>
<p><strong>Артикул:</strong> 4-29535R24-CON</p>
<p><strong>Бренд обвісу:</strong> URBAN Automotive</p>
<p><strong>Марка авто:</strong> Lamborghini</p>
<p><strong>Модель:</strong> Urus Performante</p>",Urban Automotive,Vehicles & Parts > Vehicle Parts & Accessories,Wheels & Tyres,"Lamborghini, Lamborghini Urus Performante",true,Title,Default Title,,,,,,,,4-29535R24-CON,0.0,,0,continue,manual,205920.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_Performante_3.jpg?v=1769445410,1,"",false,Шини Continental SportContact 6 295/35R24 з монтажем - Lamborghini,Шини Continental SportContact 6 295/35R24 з монтажем. URBAN Automotive для Lamborghini Urus Performante. Офіційний дилер в Україні.,,,,,,,,,,,,,Lamborghini,,Urus Performante,3300,Lamborghini Urus Performante,,,,,,,kg,,2843.36,active
urban-4-29535r24-con,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urban_Urus_Performante.jpg?v=1769445410,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-4-29535r24-con,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_Performante.jpg?v=1769445410,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-4-29535r24-con,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_Performante_1.jpg?v=1769445410,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-4-29535r24-con,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_Performante_2.jpg?v=1769445410,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-4-29535r24-con,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_Performante_Kit_Front.jpg?v=1769445410,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-4-29535r24-con,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_Performante_Kit_Back.jpg?v=1769445390,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-4-29535r24-con,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_Performante_Kit_Right.jpg?v=1769445390,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-4-29535r24-con,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_Performante_Kit_Left.jpg?v=1769445257,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-24-uv-or-uf-forged-alloy-front-rear,24-дюймові ковані диски UV/UF 10J - Lamborghini Urus Performante,"<p>Ковані диски 24x10 дюймів серії UV або UF для передньої та задньої осі. Єдиний розмір забезпечує гармонійний вигляд.</p>
<p><strong>Бренд обвісу:</strong> URBAN Automotive</p>
<p><strong>Марка авто:</strong> Lamborghini</p>
<p><strong>Модель:</strong> Urus Performante</p>",Urban Automotive,Vehicles & Parts > Vehicle Parts & Accessories,Wheels & Tyres,"Lamborghini, Lamborghini Urus Performante",true,Title,Default Title,,,,,,,,URBAN-P14,0.0,,0,continue,manual,917280.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_Performante_Kit_Right.jpg?v=1769445390,1,"",false,,24-дюймові ковані диски UV/UF 10J - Lamborghini Urus Performante. URBAN Automotive для Lamborghini Urus Performante. Офіційний дилер в Україні.,,,,,,,,,,,,,Lamborghini,,Urus Performante,14700,Lamborghini Urus Performante,,,,,,,kg,,12758.72,active
urban-24-uv-or-uf-forged-alloy-front-rear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urban_Urus_Performante.jpg?v=1769445410,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-24-uv-or-uf-forged-alloy-front-rear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_Performante_3.jpg?v=1769445410,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-24-uv-or-uf-forged-alloy-front-rear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_Performante.jpg?v=1769445410,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-24-uv-or-uf-forged-alloy-front-rear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_Performante_1.jpg?v=1769445410,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-24-uv-or-uf-forged-alloy-front-rear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_Performante_2.jpg?v=1769445410,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-24-uv-or-uf-forged-alloy-front-rear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_Performante_Kit_Front.jpg?v=1769445410,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-24-uv-or-uf-forged-alloy-front-rear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_Performante_Kit_Back.jpg?v=1769445390,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban-24-uv-or-uf-forged-alloy-front-rear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/Urus_Performante_Kit_Left.jpg?v=1769445257,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
